source,seed,attack,expected,ber,ecc_pressure,rms,peak,zcr,centroid,hf_ratio,lf_ratio,flatness,edge_ratio,column_shift_pressure
input_audio\protected.wav,42,noise,GAUSSIAN NOISE,0.08,0.08,0.056138452142477036,1.0055468082427979,0.11192000701692834,330.1611895167844,0.0020150386908063434,0.9757089666826172,0.3274321903282242,0.0006434433282557917,0.49429121071525406
input_audio\protected.wav,42,crop,CROPPING,0.14,0.14,0.05613655969500542,1.006135106086731,0.09167098018335432,329.45268097015196,0.001972796195508047,0.9757618913814352,0.21734806039708263,0.0004037628486695376,0.4973434299609343
input_audio\protected.wav,42,lowpass,LOWPASS FILTER,0.16,0.16,0.0561300590634346,1.0047608613967896,0.0869444365517727,327.03223481696267,0.0017867360210131287,0.9759505845057931,0.022005065250120127,0.0004928350326133346,0.4964498190045912
input_audio\protected.wav,42,resample,RESAMPLING,0.12,0.12,0.056136101484298706,1.005288004875183,0.09497560752639687,329.21498893039256,0.0019591198206460143,0.9757754580517899,0.021426057011810436,0.0004930916317453091,0.4971463096779787
input_audio\protected.wav,42,gain,AMPLITUDE SCALING,0.04,0.04,0.05352889001369476,0.9593978524208069,0.09257033297054496,329.44982754038483,0.0019727794586052835,0.9757621031509146,0.21735119944034473,0.000493465958474112,0.49735210419479553
input_audio\protected.wav,42,compression,COMPRESSION,0.11,0.11,0.05682828277349472,0.8125,0.09257033297054496,521.1247478478863,0.012008947043520037,0.9590549086566775,0.6838274455647805,0.0,0.5053866507788897
input_audio\protected.wav,42,unknown,UNKNOWN MODIFICATION,0.09,0.09,0.04713679850101471,0.700454592704773,0.09257156834525264,296.83036700863727,0.0017309509566128059,0.9832107485098908,0.2116253512643483,0.0016479275387624912,0.49730922615383
input_audio\speech.wav,42,clean,PROTECTED DERIVATIVE,0.035,0.035,0.05610116571187973,1.0,0.07862542327025922,325.78011888551896,0.0019748556414866322,0.9763333059091387,0.21867640529450333,0.0004940888093240553,0.5003106508034596
input_audio\speech.wav,42,noise,GAUSSIAN NOISE,0.08,0.08,0.05610303953289986,1.0008268356323242,0.10839671835062652,326.4911334949677,0.0020171600945948914,0.9762802811670853,0.3291862174384045,0.0006442557661709004,0.4968628283528021
input_audio\speech.wav,42,crop,CROPPING,0.14,0.14,0.05610116571187973,1.0,0.07798796992109662,325.782945041143,0.001974872421817379,0.9763330972479409,0.21867343544530685,0.00040427254330496017,0.5003231058933084
input_audio\speech.wav,42,lowpass,LOWPASS FILTER,0.16,0.16,0.056094665080308914,1.0012507438659668,0.08103934544906488,323.36033289440047,0.0017886164719538849,0.9765219342406775,0.022155609269234974,0.0004934572070247846,0.4994351595438646
input_audio\speech.wav,42,resample,RESAMPLING,0.12,0.12,0.05610070377588272,1.000771403312683,0.08914710965556517,325.5449828420135,0.001961181655947881,0.9763466826913983,0.021560482079101002,0.0004937140315939368,0.5001159709241468
input_audio\speech.wav,42,gain,AMPLITUDE SCALING,0.04,0.04,0.0534951388835907,0.9535477161407471,0.07862542327025922,325.78011888551896,0.0019748556414866327,0.9763333059091389,0.21867640529559382,0.000494088925986195,0.5003106508033252
input_audio\speech.wav,42,compression,COMPRESSION,0.11,0.11,0.05678640305995941,0.8125,0.07862542327025922,512.9355059475516,0.011672887965189935,0.9600221919038459,0.6776622756041238,0.0,0.506166610381559
input_audio\speech.wav,42,unknown,UNKNOWN MODIFICATION,0.09,0.09,0.047116246074438095,0.700454592704773,0.0786266586449669,294.3105791024161,0.0017321987260249976,0.9836045718207588,0.21228432535634006,0.001649365579299077,0.49975071839130564
input_audio\tampered.wav,42,clean,PROTECTED DERIVATIVE,0.035,0.035,0.05501210689544678,0.9861162900924683,0.09231584578076299,329.2871909039747,0.0019728822929420036,0.9757802590966743,0.21736978540442572,0.0004934967838089938,0.49747059906482277
input_audio\tampered.wav,42,noise,GAUSSIAN NOISE,0.08,0.08,0.055014025419950485,0.9855280518531799,0.11221649694677141,330.02647143927845,0.002016893741244213,0.9757252273355523,0.3292697471476984,0.0006497768030072362,0.49435578778052314
input_audio\tampered.wav,42,crop,CROPPING,0.14,0.14,0.05501210689544678,0.9861162900924683,0.09141649299357235,329.29004338804714,0.001972899050588528,0.9757800468263352,0.21736669811883874,0.00040378805663539606,0.49750173089269795
input_audio\tampered.wav,42,lowpass,LOWPASS FILTER,0.16,0.16,0.05500573664903641,0.9857429265975952,0.08673689360088255,326.8695056085149,0.0017868291482684695,0.9759687439525894,0.0220068916196128,0.0004928658789927826,0.4965704600220364
input_audio\tampered.wav,42,resample,RESAMPLING,0.12,0.12,0.05501165613532066,0.9852861166000366,0.09471370808836882,329.0523378172514,0.001959221943814623,0.9757936149427345,0.021427581179920465,0.0004931224657274452,0.49726548154240197
input_audio\tampered.wav,42,gain,AMPLITUDE SCALING,0.04,0.04,0.05245667323470116,0.9403089284896851,0.09231584578076299,329.28719090397465,0.001972882292942003,0.975780259096674,0.21736978540553215,0.0004934968061118577,0.4974705990646912
input_audio\tampered.wav,42,compression,COMPRESSION,0.11,0.11,0.055787477642297745,0.8125,0.09231584578076299,523.5687843808264,0.012177176084695198,0.9588588364721397,0.6852899545241784,0.0,0.5060642492928172
input_audio\tampered.wav,42,unknown,UNKNOWN MODIFICATION,0.09,0.09,0.04619292914867401,0.6864454746246338,0.09231708115547067,296.7076907744408,0.0017310210685913075,0.9832281666202757,0.2116359408335767,0.0016480082492886928,0.4974237178801754
data\eval_audio\speech1.wav,7,clean,PROTECTED DERIVATIVE,0.035,0.035,0.052032727748155594,0.263885498046875,0.0142897177699116,237.0983782229855,8.847214520539289e-06,0.9996446727110221,0.05403075679465797,0.00423802656486315,0.3097297924555222
data\eval_audio\speech1.wav,7,noise,GAUSSIAN NOISE,0.08,0.08,0.05203501135110855,0.2638107240200043,0.03663576728329393,237.8432382688138,5.349861582766779e-05,0.9995856248446112,0.13975972207083692,0.004372936787843844,0.31513472586977576
data\eval_audio\speech1.wav,7,crop,CROPPING,0.14,0.14,0.05203237757086754,0.263885498046875,0.01400675306159652,237.09548797384974,8.83898104734195e-06,0.9996447459863784,0.0539210962088837,0.007548009870560885,0.3094857620210664
data\eval_audio\speech1.wav,7,lowpass,LOWPASS FILTER,0.16,0.16,0.05203186348080635,0.26374784111976624,0.014602611437760009,236.880500552594,5.3388969037697164e-08,0.9996771440511899,0.0007270597923792284,0.0042375229605454276,0.3065918445849436
data\eval_audio\speech1.wav,7,resample,RESAMPLING,0.12,0.12,0.0520327091217041,0.2638047933578491,0.016499019146371658,237.08259597730012,8.022119502823609e-06,0.9996454975222153,0.005855548393539581,0.004237945410968512,0.3092034664087
data\eval_audio\speech1.wav,7,gain,AMPLITUDE SCALING,0.04,0.04,0.0479033961892128,0.24294346570968628,0.0142897177699116,237.0983782229855,8.847214520539285e-06,0.999644672711022,0.05403075679595277,0.004238026324848696,0.3097297924553436
data\eval_audio\speech1.wav,7,compression,COMPRESSION,0.11,0.11,0.052605561912059784,0.25,0.0142897177699116,331.1669494025695,0.004095076890336169,0.990140223408402,0.505203902044205,0.0,0.3724009669539272
data\eval_audio\speech1.wav,7,unknown,UNKNOWN MODIFICATION,0.09,0.09,0.04360658675432205,0.25200897455215454,0.0142897177699116,227.5069770475004,8.262211824805475e-06,0.9996117348836726,0.05528404840601434,0.0007028383835853343,0.31670989909432035
data\eval_audio\speech2.wav,7,clean,PROTECTED DERIVATIVE,0.035,0.035,0.015905234962701797,0.1942291259765625,0.016113305684239257,501.0047292139759,1.6439759177246356e-05,0.997302542400146,0.02028240694463858,10.281626572088364,0.25156413538177275
data\eval_audio\speech2.wav,7,noise,GAUSSIAN NOISE,0.08,0.08,0.015911156311631203,0.19415073096752167,0.3217914793276266,508.7231431659932,0.0004947426770364605,0.9966777242493923,0.34119419974030324,10.273837872109013,0.2932733964118795
data\eval_audio\speech2.wav,7,crop,CROPPING,0.14,0.14,0.015649480745196342,0.1942291259765625,0.016005641021752812,498.15938083537293,2.7388662755928903e-05,0.9973351470792278,0.025865417253016554,9.439942137509561,0.24694143398987622
data\eval_audio\speech2.wav,7,lowpass,LOWPASS FILTER,0.16,0.16,0.015905018895864487,0.19408290088176727,0.10560386986223473,500.82636305550704,5.9448734197309774e-06,0.9973286568086828,0.0005791115201539352,10.281834591167206,0.25096517148418807
data\eval_audio\speech2.wav,7,resample,RESAMPLING,0.12,0.12,0.015905234962701797,0.1942262202501297,0.23907469046409535,501.00439086089364,1.6422561625937955e-05,0.9973025595584076,0.004898525634522234,10.281627619893767,0.2514820879686215
data\eval_audio\speech2.wav,7,gain,AMPLITUDE SCALING,0.04,0.04,0.01569603569805622,0.19167444109916687,0.016113305684239257,501.00472921397596,1.643975917724636e-05,0.9973025424001459,0.020282406945939385,10.28162670176725,0.25156413538168554
data\eval_audio\speech2.wav,7,compression,COMPRESSION,0.11,0.11,0.016141436994075775,0.1875,0.016113305684239257,677.766345568532,0.009418054389458346,0.9801935423878888,0.5309870268861042,10.121717229282833,0.3521003480484515
data\eval_audio\speech2.wav,7,unknown,UNKNOWN MODIFICATION,0.09,0.09,0.011084116995334625,0.12784650921821594,0.016113305684239257,506.60286458320235,1.600054826810867e-05,0.9976452874286449,0.021442677062000957,4.332839376000961,0.25363329017458386
data\eval_audio\speech3.wav,7,clean,PROTECTED DERIVATIVE,0.035,0.035,0.019235923886299133,0.125091552734375,0.014950741607937147,405.56199707093697,1.248968151896711e-07,0.9998256378323473,0.009849967627229526,3.107878011340563,0.17868522837884634
data\eval_audio\speech3.wav,7,noise,GAUSSIAN NOISE,0.08,0.08,0.019241493195295334,0.12491123378276825,0.23689833728222023,410.89686353412037,0.00032669217446355884,0.9993980255797794,0.22864937565955687,3.106398765673348,0.21740297158701993
data\eval_audio\speech3.wav,7,crop,CROPPING,0.14,0.14,0.01901957578957081,0.125091552734375,0.014706600415272542,402.6433967001865,6.151336946675252e-06,0.9998169758802697,0.013265936587543254,3.0531879409480838,0.1779797849237502
data\eval_audio\speech3.wav,7,lowpass,LOWPASS FILTER,0.16,0.16,0.019235923886299133,0.12508510053157806,0.04952810995189256,405.56084148590935,5.317514201848697e-08,0.9998257282937528,0.0006196359548070714,3.107877687786988,0.17838299055289836
data\eval_audio\speech3.wav,7,resample,RESAMPLING,0.12,0.12,0.019235923886299133,0.12508705258369446,0.12100800085565676,405.5613223530912,8.553265610885195e-08,0.9998256771902679,0.0005280094116097924,3.1078783349525434,0.17847500143783007
data\eval_audio\speech3.wav,7,gain,AMPLITUDE SCALING,0.04,0.04,0.018126262351870537,0.11787539720535278,0.014950741607937147,405.561997070937,1.248968151896711e-07,0.9998256378323473,0.009849967630174272,3.107877826785281,0.17868522837866485
data\eval_audio\speech3.wav,7,compression,COMPRESSION,0.11,0.11,0.020853474736213684,0.125,0.014950741607937147,876.2753172979028,0.01821968048467559,0.9525730470638285,0.6008619141179135,2.990897403127945,0.37081331685986013
data\eval_audio\speech3.wav,7,unknown,UNKNOWN MODIFICATION,0.09,0.09,0.01318827923387289,0.0938076451420784,0.014950741607937147,392.58268832233745,1.3634135820542348e-07,0.9998413515646909,0.010634014823994245,1.0655349394694753,0.18159645833268648
data\eval_audio\speech4.wav,7,clean,PROTECTED DERIVATIVE,0.035,0.035,0.006305443588644266,0.115386962890625,0.08045050038922497,2317.343666687517,0.14284224670572612,0.8435221713936429,0.1660188806765485,4.905118127791452,0.5567081067149807
data\eval_audio\speech4.wav,7,noise,GAUSSIAN NOISE,0.08,0.08,0.006320674903690815,0.11547619849443436,0.29929499250566827,2358.8773879774853,0.1452672146176258,0.8402284573464734,0.5561431558885147,4.891440853561185,0.5155035375001936
data\eval_audio\speech4.wav,7,crop,CROPPING,0.14,0.14,0.006123815663158894,0.115386962890625,0.07975810018190514,2218.822749048463,0.1341806423034276,0.8519641682391388,0.16436650877029932,2.203771559944177,0.5611695124815183
data\eval_audio\speech4.wav,7,lowpass,LOWPASS FILTER,0.16,0.16,0.006221503019332886,0.10829570889472961,0.13899033641444755,2016.289791698402,0.11962290912185518,0.8663834238621583,0.02676153753410293,4.653210090687978,0.55756893208514
data\eval_audio\speech4.wav,7,resample,RESAMPLING,0.12,0.12,0.006262655835598707,0.1084633469581604,0.13773361002659537,2124.4919648843565,0.13113639549673103,0.855041595052069,0.017613051844441216,4.775907514401657,0.5561931283621343
data\eval_audio\speech4.wav,7,gain,AMPLITUDE SCALING,0.04,0.04,0.005818240810185671,0.10647135972976685,0.08045050038922497,2317.343666687517,0.14284224670572615,0.8435221713936427,0.1660188806855492,4.905118363785746,0.5567081067126246
data\eval_audio\speech4.wav,7,compression,COMPRESSION,0.11,0.11,0.006203002296388149,0.125,0.08045050038922497,2965.222200188934,0.1607699358033157,0.7981781815117082,0.7655359409709835,5.128658124149218,0.7073573255792596
data\eval_audio\speech4.wav,7,unknown,UNKNOWN MODIFICATION,0.09,0.09,0.004640399944037199,0.09893195331096649,0.08045050038922497,2110.535088914072,0.12343984807626478,0.8642329999120276,0.16700694484804154,1.5309093534825895,0.5691047469405742
data\eval_audio\speech5.wav,7,clean,PROTECTED DERIVATIVE,0.035,0.035,0.02923247590661049,0.1705474853515625,0.021675861475419913,460.3467702240773,1.4068187386522682e-07,0.9998686376004093,0.008061114363843812,0.554890894413362,0.2636850735352622
data\eval_audio\speech5.wav,7,noise,GAUSSIAN NOISE,0.08,0.08,0.029235025867819786,0.171743705868721,0.125760745280086,462.634946938758,0.00014181937160330336,0.9996835740581654,0.1443837253401403,0.5550513737386318,0.27855639070233457
data\eval_audio\speech5.wav,7,crop,CROPPING,0.14,0.14,0.029174672439694405,0.1705474853515625,0.021501976839971685,459.77867798167114,9.964019680644821e-07,0.999870631475252,0.009035366176823533,0.6010452453555968,0.26474293646793334
data\eval_audio\speech5.wav,7,lowpass,LOWPASS FILTER,0.16,0.16,0.02923240140080452,0.17056159675121307,0.033951414173881124,460.3292491017529,2.4551953083943775e-09,0.9998711257618489,9.749377241576153e-05,0.554880035356004,0.2634248578956112
data\eval_audio\speech5.wav,7,resample,RESAMPLING,0.12,0.12,0.02923247590661049,0.1705491840839386,0.052471006054346854,460.3464431257976,1.2266612650060566e-07,0.9998686556158732,0.0006183079156237017,0.5548908941578554,0.26360407291022664
data\eval_audio\speech5.wav,7,gain,AMPLITUDE SCALING,0.04,0.04,0.028766466304659843,0.16782869398593903,0.021675861475419913,460.34677022407715,1.4068187386522706e-07,0.999868637600409,0.00806111436429599,0.5548908975465107,0.26368507353522336
data\eval_audio\speech5.wav,7,compression,COMPRESSION,0.11,0.11,0.03259953111410141,0.1875,0.021675861475419913,1051.516482262678,0.023368865178954062,0.9391893725241524,0.6277127738591883,0.5649588698542478,0.4102841499674806
data\eval_audio\speech5.wav,7,unknown,UNKNOWN MODIFICATION,0.09,0.09,0.029315847903490067,0.19398550689220428,0.021677617885878988,434.80370766298194,1.240664931944347e-07,0.9999181018882207,0.008061511308635236,0.08769026785105216,0.25544919674099126
data\sample_audio\channel_test.wav,7,clean,PROTECTED DERIVATIVE,0.035,0.035,0.05608765035867691,1.0002334117889404,0.0794382998279123,324.30295579583145,0.0019757700252394537,0.976556055328223,0.21876040786732623,0.000494376062312631,0.5010948794493644
data\sample_audio\channel_test.wav,7,noise,GAUSSIAN NOISE,0.08,0.08,0.05608867481350899,1.0008553266525269,0.10433604168648414,324.8242790359494,0.0020060492407271745,0.9765148517809692,0.3176382621975925,0.0006050613255398434,0.49802583824170005
data\sample_audio\channel_test.wav,7,crop,CROPPING,0.14,0.14,0.05608765035867691,1.0002334117889404,0.07803985565881916,324.34749725644764,0.0019760398529637844,0.9765531323395499,0.21877206853893294,0.00039679404920574604,0.5017101417057795
data\sample_audio\channel_test.wav,7,lowpass,LOWPASS FILTER,0.16,0.16,0.05606714263558388,1.0007314682006836,0.06252725545448817,317.83001875730736,0.0014347278014786684,0.9771517224175168,0.011465777498552517,0.0004937750016901463,0.4993697612705536
data\sample_audio\channel_test.wav,7,resample,RESAMPLING,0.12,0.12,0.05608583614230156,1.0008041858673096,0.07193339847875958,323.4680745295703,0.0019217913788391247,0.9766088728544429,0.0072051879569716175,0.0004938438539679084,0.5004958217767118
data\sample_audio\channel_test.wav,7,gain,AMPLITUDE SCALING,0.04,0.04,0.054816633462905884,0.9775667786598206,0.0794382998279123,324.30295579583145,0.001975770025239453,0.9765560553282228,0.2187604078678519,0.0004943761198635237,0.5010948794492984
data\sample_audio\channel_test.wav,7,compression,COMPRESSION,0.11,0.11,0.056561022996902466,0.9166666865348816,0.0794382998279123,438.08409086225487,0.008078180914426365,0.9667601150131326,0.6428068179297963,0.0,0.4971579967064411
data\sample_audio\channel_test.wav,7,unknown,UNKNOWN MODIFICATION,0.09,0.09,0.05437200516462326,0.8124120831489563,0.07943953520261998,293.1724274415807,0.0017321457624871642,0.9841283857830546,0.21132082865699522,0.0016848986618778344,0.5002228288974916
data\sample_audio\e2e_watermarked.wav,7,clean,PROTECTED DERIVATIVE,0.035,0.035,0.056086670607328415,1.0,0.06886843382900684,324.2816313652971,0.001975642977955619,0.9765594051042056,0.21929212204019075,0.0004943441605590255,0.5010862283226152
data\sample_audio\e2e_watermarked.wav,7,noise,GAUSSIAN NOISE,0.08,0.08,0.05608769506216049,1.0009838342666626,0.10437804442654523,324.8029129609521,0.002005923998599396,0.976518212340402,0.3176658673657663,0.0006049932177608813,0.49802548267561286
data\sample_audio\e2e_watermarked.wav,7,crop,CROPPING,0.14,0.14,0.05608667433261871,1.0,0.06799008241184674,324.3261687399411,0.0019759127856580788,0.9765564824901879,0.21930512189753396,0.0003968775003953343,0.5017000127157899
data\sample_audio\e2e_watermarked.wav,7,lowpass,LOWPASS FILTER,0.16,0.16,0.05606616660952568,1.0006985664367676,0.06553045136885695,317.8089955033115,0.0014346278188967386,0.9771550384105273,0.011530103521242356,0.0004937225535294048,0.4993654970544241
data\sample_audio\e2e_watermarked.wav,7,resample,RESAMPLING,0.12,0.12,0.056084852665662766,1.0006470680236816,0.0749452420160821,323.44669032222055,0.001921662039264204,0.9766122250477383,0.007257588832769614,0.000493798383676075,0.5004907391222151
data\sample_audio\e2e_watermarked.wav,7,gain,AMPLITUDE SCALING,0.04,0.04,0.05481567606329918,0.9773386716842651,0.06886843382900684,324.28163136529713,0.001975642977955619,0.9765594051042056,0.21929212204071025,0.0004943442307949208,0.5010862283225492
data\sample_audio\e2e_watermarked.wav,7,compression,COMPRESSION,0.11,0.11,0.056563183665275574,0.9166666865348816,0.06886843382900684,438.1166538848548,0.008079769949802626,0.9667586914932151,0.6428210113657102,0.0,0.4971166422200764
data\sample_audio\e2e_watermarked.wav,7,unknown,UNKNOWN MODIFICATION,0.09,0.09,0.05437101796269417,0.8124120831489563,0.06886966920371453,293.1546404799827,0.001731974093670401,0.9841309734383302,0.21181050729470244,0.0016830786183550637,0.5002142930865879
data\sample_audio\ecc_recovery.wav,7,clean,PROTECTED DERIVATIVE,0.035,0.035,0.056087788194417953,1.0,0.06935764221324792,324.3563521213205,0.001975649000690756,0.9765485621481822,0.2192133038936693,0.0004943245498511959,0.501157876266767
data\sample_audio\ecc_recovery.wav,7,noise,GAUSSIAN NOISE,0.08,0.08,0.056088805198669434,1.0008312463760376,0.10335515416858665,324.8773217651579,0.0020059295420740675,0.9765074216805129,0.3176338368368844,0.0006049692619786996,0.4980802274782277
data\sample_audio\ecc_recovery.wav,7,crop,CROPPING,0.14,0.14,0.056087784469127655,1.0,0.06847929079608782,324.40089858369254,0.001975918790020976,0.9765456392582478,0.21922525725040456,0.0003968616990786146,0.501722033391814
data\sample_audio\ecc_recovery.wav,7,lowpass,LOWPASS FILTER,0.16,0.16,0.05606727674603462,1.0006275177001953,0.0663210911817718,317.8835309760339,0.0014346277703887154,0.9771442193559348,0.011527953883821745,0.0004937029175780995,0.4994424817663874
data\sample_audio\ecc_recovery.wav,7,resample,RESAMPLING,0.12,0.12,0.056085966527462006,1.000557541847229,0.07438438189879563,323.5214084861918,0.0019216672710527776,0.9766013822794888,0.007256387954953714,0.0004937786384078597,0.5005642990417905
data\sample_audio\ecc_recovery.wav,7,gain,AMPLITUDE SCALING,0.04,0.04,0.05481676384806633,0.9773386716842651,0.06935764221324792,324.3563521213206,0.001975649000690756,0.9765485621481825,0.21921330389418958,0.0004943245943792558,0.501157876266701
data\sample_audio\ecc_recovery.wav,7,compression,COMPRESSION,0.11,0.11,0.056565817445516586,0.9166666865348816,0.06935764221324792,438.38367535575316,0.008089929594538896,0.9667233121543165,0.6435008177907099,0.0,0.49726144366438924
data\sample_audio\ecc_recovery.wav,7,unknown,UNKNOWN MODIFICATION,0.09,0.09,0.05437178537249565,0.8124120831489563,0.06935887758795559,293.20571677105875,0.0017319890852417394,0.984124193758902,0.21176593711443367,0.0016830310366870815,0.5002234897477728
data\sample_audio\output.wav,7,clean,PROTECTED DERIVATIVE,0.035,0.035,0.05608629807829857,1.0,0.06884313538981134,324.29078163690576,0.0019757703808230102,0.9765583100320077,0.21909269323879868,0.0004897305885655504,0.5010866165664839
data\sample_audio\output.wav,7,noise,GAUSSIAN NOISE,0.08,0.08,0.05608731880784035,1.0009838342666626,0.1043783438561989,324.8120681934045,0.002006051134809639,0.9765171174193189,0.31766257934404196,0.0005998369737831832,0.49802155783646945
data\sample_audio\output.wav,7,crop,CROPPING,0.14,0.14,0.05608629807829857,1.0,0.06763622797579268,324.2902606039469,0.001975766314142217,0.9765583560042318,0.21907051426543178,0.00036513738524629355,0.5010818613688632
data\sample_audio\output.wav,7,lowpass,LOWPASS FILTER,0.16,0.16,0.05589056760072708,1.0013713836669922,0.0493695545560446,282.4449764588834,0.00011822899287739472,0.9822616846311362,0.003674322930331169,0.0004914317492669613,0.4961454929266792
data\sample_audio\output.wav,7,resample,RESAMPLING,0.12,0.12,0.05608395114541054,1.0005323886871338,0.07394130007523098,323.24206671955216,0.0019060644821415824,0.9766265166564191,0.008817311141689923,0.0004891406675545457,0.5003482176295191
data\sample_audio\output.wav,7,gain,AMPLITUDE SCALING,0.04,0.04,0.0562790110707283,1.0034359693527222,0.06884313538981134,324.2907816369058,0.0019757703808230115,0.9765583100320078,0.2190926932387216,0.0004897306049921006,0.5010866165664937
data\sample_audio\output.wav,7,compression,COMPRESSION,0.11,0.11,0.05554376170039177,0.65625,0.06884313538981134,412.4351805630834,0.006323122906008479,0.9689787496223511,0.6142322343015005,0.0,0.49398958474858523
data\sample_audio\output.wav,7,unknown,UNKNOWN MODIFICATION,0.09,0.09,0.05168340727686882,0.7663547992706299,0.06884437070958002,293.556508322274,0.001734772729448598,0.9835491733996463,0.2127121259841371,0.001529893705330156,0.5005996558103378
data\sample_audio\real_pipeline.wav,7,clean,PROTECTED DERIVATIVE,0.035,0.035,0.05608665570616722,1.0,0.06925139998838747,324.27569741738796,0.001975653506930801,0.9765600391751892,0.21927893204296417,0.0004943444452994555,0.5010866275644089
data\sample_audio\real_pipeline.wav,7,noise,GAUSSIAN NOISE,0.08,0.08,0.0560876838862896,1.0009838342666626,0.10437310292771453,324.7969908991084,0.002005933705731831,0.9765188443200163,0.3176644822439315,0.0006049935226648815,0.4980255031091336
data\sample_audio\real_pipeline.wav,7,crop,CROPPING,0.14,0.14,0.05608665943145752,1.0,0.06837304857122738,324.3202347783482,0.0019759233231808762,0.9765571167147584,0.21929177966246172,0.00039687767184509216,0.5017001146768403
data\sample_audio\real_pipeline.wav,7,lowpass,LOWPASS FILTER,0.16,0.16,0.05606614798307419,1.0006921291351318,0.06473487005711137,317.8030371887338,0.0014346347046863637,0.9771556732311408,0.011530174937934675,0.000493722802546063,0.499365954801821
data\sample_audio\real_pipeline.wav,7,resample,RESAMPLING,0.12,0.12,0.05608483776450157,1.0006632804870605,0.07397670824526141,323.4407550722628,0.0019216723848020536,0.976612859333067,0.007257729102099736,0.0004937984962187486,0.50049121418829
data\sample_audio\real_pipeline.wav,7,gain,AMPLITUDE SCALING,0.04,0.04,0.054815661162137985,0.9773386716842651,0.06925139998838747,324.2756974173879,0.001975653506930801,0.9765600391751892,0.21927893204348392,0.0004943444171061456,0.5010866275643432
data\sample_audio\real_pipeline.wav,7,compression,COMPRESSION,0.11,0.11,0.056563351303339005,0.9166666865348816,0.06925139998838747,438.10434531802485,0.008078269050608891,0.9667587123199929,0.6427875678338325,0.0,0.4971259683014698
data\sample_audio\real_pipeline.wav,7,unknown,UNKNOWN MODIFICATION,0.09,0.09,0.054370999336242676,0.8124120831489563,0.06925263536309516,293.1521097790884,0.001731979014938872,0.9841312537283352,0.21180319378589893,0.0016830793920629508,0.500213927152002
data\sample_audio\reconstructed.wav,7,clean,PROTECTED DERIVATIVE,0.035,0.035,0.05608667433261871,1.0,0.06886843382900684,324.2815458356652,0.0019756424274818612,0.9765594113757559,0.21929293483322612,0.0004943440537814488,0.5010860211151504
data\sample_audio\reconstructed.wav,7,noise,GAUSSIAN NOISE,0.08,0.08,0.05608770251274109,1.0009838342666626,0.10437804442654523,324.80282712384644,0.0020059233881802685,0.976518218634355,0.3176656725839015,0.0006049931306455092,0.49802537849948675
data\sample_audio\reconstructed.wav,7,crop,CROPPING,0.14,0.14,0.05608667805790901,1.0,0.06799008241184674,324.32608321380405,0.0019759122350494233,0.976556488761475,0.21930585224453883,0.000396877386095578,0.5017000539254642
data\sample_audio\reconstructed.wav,7,lowpass,LOWPASS FILTER,0.16,0.16,0.05606617033481598,1.0006985664367676,0.06553045136885695,317.8089116389209,0.001434627418185036,0.9771550445207245,0.011530088528155591,0.0004937224823818343,0.49936531948193924
data\sample_audio\reconstructed.wav,7,resample,RESAMPLING,0.12,0.12,0.05608486011624336,1.0006470680236816,0.07494277126666675,323.4466048948139,0.0019216614991721139,0.9766122313094402,0.0072575674115777904,0.0004937982399818375,0.500490547591759
data\sample_audio\reconstructed.wav,7,gain,AMPLITUDE SCALING,0.04,0.04,0.05481567978858948,0.9773386716842651,0.06886843382900684,324.2815458356651,0.0019756424274818603,0.976559411375756,0.2192929348337456,0.0004943441190082533,0.5010860211150846
data\sample_audio\reconstructed.wav,7,compression,COMPRESSION,0.11,0.11,0.056563183665275574,0.9166666865348816,0.06886843382900684,438.1166538848548,0.008079769949802626,0.9667586914932151,0.6428210113657102,0.0,0.4971166422200764
data\sample_audio\reconstructed.wav,7,unknown,UNKNOWN MODIFICATION,0.09,0.09,0.05437102168798447,0.8124120831489563,0.06886966920371453,293.1546302828728,0.0017319740295557893,0.9841309739967014,0.21181076325014228,0.0016830786183550637,0.5002143086737724
data\sample_audio\speech.wav,7,clean,PROTECTED DERIVATIVE,0.035,0.035,0.05608630180358887,1.0,0.06884313538981134,324.2905246929313,0.001975776284987344,0.9765583435255921,0.21877010376567302,0.0004895396703934521,0.501093006407424
data\sample_audio\speech.wav,7,noise,GAUSSIAN NOISE,0.08,0.08,0.056087322533130646,1.0009838342666626,0.1043734025771241,324.8117953932266,0.002006056483354947,0.976517151721659,0.3176459516802748,0.0005996855322365188,0.4980224998419609
data\sample_audio\speech.wav,7,crop,CROPPING,0.14,0.14,0.05608630180358887,1.0,0.06763622797579268,324.2900041928233,0.001975772250145846,0.9765583894589773,0.2187519135521006,0.0003651633451295315,0.5010877854486503
data\sample_audio\speech.wav,7,lowpass,LOWPASS FILTER,0.16,0.16,0.05589057132601738,1.00137197971344,0.05007615746374028,282.44476707703325,0.00011822925731920123,0.9822617175078596,0.003662083319615196,0.0004912645370296658,0.4961476454072369
data\sample_audio\speech.wav,7,resample,RESAMPLING,0.12,0.12,0.056083954870700836,1.0005313158035278,0.07316304862095077,323.2419338628582,0.001906077854495478,0.9766265428447807,0.008770402730933036,0.0004889633498660971,0.5003520309136038
